Known As,Full Name,Overall,Latest Award,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Full Image,Age,Height(in cm),Weight(in kg),Club Name,Wage(in Euro),Release Clause,Club Position,Preferred Foot,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Penalties
Bernardo Vilar,Bernardo Vilar,58,,425000,CB,CB,Brazil,https://cdn.sofifa.net/players/264/118/23_60.png,,24,192,85,IFK Värnamo,550,616000,SUB,Left,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,64,24,37,32
K. Grozos,Kostandinos Grozos,58,,425000,"CDM,CAM",RM,Australia,https://cdn.sofifa.net/players/242/108/23_60.png,,21,178,72,Newcastle Jets,500,616000,SUB,Right,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,68,50,54,42
N. Vukancic,Niko Vukancic,58,,425000,CB,CB,Germany,https://cdn.sofifa.net/players/271/046/23_60.png,,20,186,81,Fortuna Düsseldorf,2000,765000,RES,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,55,34,43,40
H. Valdimarsson,Hakon Valdimarsson,58,,425000,GK,GK,Iceland,https://cdn.sofifa.net/players/264/133/23_60.png,,20,196,80,IF Elfsborg,500,616000,SUB,Right,-,https://cdn.sofifa.net/flags/is.png,-,-,Medium,Medium,57,57,57,12
S. Marrone,Salvatore Marrone,58,,425000,"LWB,LM",LM,Romania,https://cdn.sofifa.net/players/251/070/23_60.png,,21,180,70,FC Voluntari,1000,659000,SUB,Left,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium,67,40,58,46
R. Thorkelsson,Róbert Thorkelsson,58,,425000,"CB,LB,LM",CB,Iceland,https://cdn.sofifa.net/players/262/845/23_60.png,,20,188,77,Club de Foot Montréal,900,723000,RES,Left,-,https://cdn.sofifa.net/flags/is.png,-,-,Medium,Medium,64,24,42,34
P. Zovko,Petar Zovko,58,,425000,GK,GK,Bosnia and Herzegovina,https://cdn.sofifa.net/players/264/460/23_60.png,,20,192,80,Spezia,1000,1000000,RES,Left,-,-,-,-,Medium,Medium,55,59,60,18
O. Opsahl,Oskar Opsahl,58,,425000,"LWB,LM",LWB,Norway,https://cdn.sofifa.net/players/248/067/23_60.png,,20,178,64,Tromsø IL,600,616000,RES,Left,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,73,39,51,35
E. Ifoni,Ejaita Ifoni,58,,425000,ST,ST,Nigeria,https://cdn.sofifa.net/players/270/697/23_60.png,,22,187,77,Seraing,3000,701000,SUB,Right,-,-,-,-,Medium,Medium,70,57,40,58
K. Bąkowski,Krzysztof Bąkowski,58,,425000,GK,GK,Poland,https://cdn.sofifa.net/players/252/783/23_60.png,,19,190,75,Lech Poznań,550,861000,RES,Right,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium,60,56,57,18
M. Al Kunaydiri,Mohammed Al Kunaydiri,58,,425000,"LB,LWB",LB,Saudi Arabia,https://cdn.sofifa.net/players/263/024/23_60.png,,21,175,69,Abha Club,1000,786000,LB,Left,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,74,28,49,39
I. Schmidt,Isaac Schmidt,58,,425000,"LB,CM",RM,Switzerland,https://cdn.sofifa.net/players/256/776/23_60.png,,22,172,68,FC St. Gallen 1879,2000,701000,SUB,Right,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,70,52,52,47
R. Voisine,Robin Voisine,58,,425000,CB,CB,France,https://cdn.sofifa.net/players/267/785/23_60.png,,20,192,82,FC Nantes,3000,935000,RES,Left,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,53,33,31,32
N. Awuku,Noah Awuku,58,,425000,"ST,RW,CAM",ST,Germany,https://cdn.sofifa.net/players/238/983/23_60.png,,22,182,84,Holstein Kiel,3000,744000,RES,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,69,55,47,49
D. Grujcic,Darijo Grujcic,58,,425000,CB,CB,Austria,https://cdn.sofifa.net/players/270/980/23_60.png,,23,188,85,Austria Lustenau,1000,701000,SUB,Left,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,45,23,37,34
F. Gebhardt,Felix Gebhardt,58,,425000,GK,GK,Germany,https://cdn.sofifa.net/players/259/718/23_60.png,,20,188,83,Hallescher FC,1000,0,GK,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,60,58,58,20
N. Huggins,Niall Huggins,58,,425000,"RB,LB",RM,Wales,https://cdn.sofifa.net/players/251/521/23_60.png,,21,173,61,Sunderland,2000,871000,RES,Right,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,High,Medium,72,47,52,57
D. Adamczyk,Daniel Adamczyk,58,,425000,GK,GK,Poland,https://cdn.sofifa.net/players/270/452/23_60.png,,19,188,79,VfL Osnabrück,500,701000,SUB,Right,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium,59,59,61,16
V. Molchan,Vladislav Molchan,58,,425000,CB,CB,Russia,https://cdn.sofifa.net/players/259/167/23_60.png,,21,188,72,Stade Malherbe Caen,900,829000,RES,Left,-,https://cdn.sofifa.net/flags/ru.png,-,-,Medium,Medium,55,29,40,34
Alhagi Touray,Alhagi Touray Sisay,58,,425000,ST,ST,Spain,https://cdn.sofifa.net/players/258/270/23_60.png,,22,193,82,Accrington Stanley,1000,829000,SUB,Left,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,67,56,44,56
M. Ballesteros,Martín Ballesteros,58,,425000,GK,GK,Chile,https://cdn.sofifa.net/players/259/549/23_60.png,,20,193,90,Universidad Católica,850,861000,SUB,Right,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium,60,62,55,25
B. Paterson,Brody Paterson,58,,425000,LWB,LWB,Scotland,https://cdn.sofifa.net/players/256/988/23_60.png,,21,178,66,Hartlepool United,1000,829000,SUB,Left,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,High,75,42,53,51
J. Harris,Jayden Harris,58,,425000,"CDM,CM",CB,England,https://cdn.sofifa.net/players/241/895/23_60.png,,22,188,79,Carlisle United,2000,829000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,67,48,54,40
Shin Won Ho,Won Ho Shin,58,,425000,"LB,LM",LB,Korea Republic,https://cdn.sofifa.net/players/255/831/23_60.png,,21,176,67,Suwon Samsung Bluewings,700,616000,SUB,Left,-,-,-,-,Medium,Medium,79,31,52,24
M. Hagemoser,Max Hagemoser,58,,425000,GK,GK,Germany,https://cdn.sofifa.net/players/269/916/23_60.png,,19,190,77,F.C. Hansa Rostock,700,744000,RES,Left,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,59,56,58,13
R. Castellanos,Robert Castellanos,58,,425000,CB,CB,United States,https://cdn.sofifa.net/players/261/197/23_60.png,,24,188,82,Nashville SC,1000,723000,RES,Right,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High,56,24,38,35
T. Gomulka,Taras Gomulka,58,,425000,"CDM,CM",CDM,Australia,https://cdn.sofifa.net/players/257/348/23_60.png,,20,183,78,Melbourne City FC,1000,616000,SUB,Right,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,65,46,55,44
R. Voloder,Robert Voloder,58,,425000,CB,CB,Germany,https://cdn.sofifa.net/players/256/499/23_60.png,,21,185,75,Sporting Kansas City,900,701000,SUB,Left,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,65,27,36,40
J. Doherty,Jordan Doherty,58,,425000,"CB,CDM",CDM,Republic of Ireland,https://cdn.sofifa.net/players/242/422/23_60.png,,21,183,75,Bohemian FC,500,744000,CB,Right,-,-,-,-,Medium,Medium,54,48,50,38
M. Kulke,Max Kulke,58,,425000,"RB,RM,CM",CAM,Germany,https://cdn.sofifa.net/players/245/239/23_60.png,,21,177,72,SG Dynamo Dresden,1000,701000,RES,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,67,52,56,50
J. Uribe,Juan Uribe,58,,425000,GK,GK,Colombia,https://cdn.sofifa.net/players/256/665/23_60.png,,20,186,80,Atlético Nacional,500,680000,RES,Right,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium,60,61,55,13
N. Velupillay,Nishan Velupillay,58,,425000,"LM,RM",RW,Australia,https://cdn.sofifa.net/players/262/039/23_60.png,,21,181,77,Melbourne Victory,1000,616000,RES,Right,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,88,53,50,44
S. Blaney,Shane Blaney,58,,425000,CB,CB,Republic of Ireland,https://cdn.sofifa.net/players/237/969/23_60.png,,23,191,79,Sligo Rovers,500,744000,CB,Left,-,-,-,-,Medium,High,55,31,44,18
M. Gragger,Matthias Gragger,58,,425000,"RB,LB,CB",CB,Austria,https://cdn.sofifa.net/players/261/775/23_60.png,,20,194,87,SV Ried,1000,701000,SUB,Right,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,67,39,48,33
N. Morahan,Niall Morahan,58,,425000,"CDM,CAM",CAM,Republic of Ireland,https://cdn.sofifa.net/players/243/596/23_60.png,,22,178,66,Sligo Rovers,500,744000,CAM,Right,-,-,-,-,Medium,Medium,61,51,57,53
S. Bowen,Sam Bowen,58,,425000,"CDM,CM",CAM,Wales,https://cdn.sofifa.net/players/254/884/23_60.png,,21,178,76,Newport County,2000,829000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Medium,71,51,57,48
M. Sánchez Tabares,Miguel Sánchez Tabares,58,,425000,GK,GK,Colombia,https://cdn.sofifa.net/players/271/407/23_60.png,,19,187,81,Deportivo Cali,500,680000,RES,Right,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium,54,57,54,15
R. Benchaa,Reda Benchaa,58,,425000,CB,CB,Algeria,https://cdn.sofifa.net/players/266/305/23_60.png,,20,188,78,Dijon FCO,900,829000,SUB,Right,-,-,-,-,Medium,Medium,64,30,41,38
J. DeZart,Joey DeZart,58,,425000,"CDM,CM",CB,Jamaica,https://cdn.sofifa.net/players/256/320/23_60.png,,24,185,88,Orlando City Soccer Club,1000,723000,RES,Right,-,-,-,-,Medium,High,63,37,48,36
W. Vernaza,Wilson Vernaza,58,,425000,"CDM,CM",CAM,Ecuador,https://cdn.sofifa.net/players/268/608/23_60.png,,20,183,75,9 de Octubre,500,999000,SUB,Right,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,High,62,54,54,49
M. Marshall Miranda,Marley Marshall Miranda,58,,425000,"CDM,CM",CAM,England,https://cdn.sofifa.net/players/258/622/23_60.png,,19,175,67,Colchester United,1000,829000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,71,53,55,48
A. Durrer,Adrian Durrer,58,,425000,"CB,CDM",CB,Switzerland,https://cdn.sofifa.net/players/261/164/23_60.png,,20,188,81,FC Lugano,1000,701000,SUB,Right,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,54,34,45,38
N. Jessen,Niklas Jessen,57,,425000,CM,CAM,Germany,https://cdn.sofifa.net/players/269/869/23_60.png,,18,182,73,FC St. Pauli,1000,946000,RES,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,63,49,58,46
C. Dunbar,Cameron Dunbar,57,,425000,"LM,LW,RM",LM,United States,https://cdn.sofifa.net/players/256/029/23_60.png,,19,167,59,LA Galaxy,800,903000,RES,Right,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,79,53,46,54
J. Furlong,James Furlong,57,,425000,LB,LB,Republic of Ireland,https://cdn.sofifa.net/players/248/569/23_60.png,,20,178,71,Brighton & Hove Albion,6000,1100000,RES,Left,-,-,-,-,Medium,Medium,67,29,46,29
S. Marino,Stefano Marino,57,,425000,ST,ST,Italy,https://cdn.sofifa.net/players/266/012/23_60.png,,18,186,79,Karlsruher SC,1000,946000,RES,Right,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,63,57,40,65
W. Osula,William Osula,57,,425000,ST,CAM,Denmark,https://cdn.sofifa.net/players/270/519/23_60.png,,18,192,81,Derby County,2000,0,SUB,Right,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,Low,73,57,46,68
K. Ehibhatiomhan,Kelvin Ehibhatiomhan,57,,425000,ST,ST,Nigeria,https://cdn.sofifa.net/players/263/101/23_60.png,,19,191,82,Reading,2000,1100000,SUB,Right,-,-,-,-,High,Medium,64,57,40,60
L. King,Leon King,57,,425000,CB,CB,Scotland,https://cdn.sofifa.net/players/256/419/23_60.png,,18,185,75,Rangers FC,2000,1200000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,Medium,Medium,58,27,36,34
P. Mercado,Patrik Mercado,57,,425000,CM,CM,Ecuador,https://cdn.sofifa.net/players/271/741/23_60.png,,18,175,69,Independiente del Valle,500,1200000,RES,Right,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium,68,38,53,37
J. Markelo,Jahnoah Markelo,57,,425000,"LM,RM",ST,Netherlands,https://cdn.sofifa.net/players/264/584/23_60.png,,19,171,68,Go Ahead Eagles,950,882000,RES,Left,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,82,58,47,60
S. Forde,Shaqai Forde,57,,425000,ST,ST,England,https://cdn.sofifa.net/players/268/529/23_60.png,,18,174,71,Watford,3000,1100000,RES,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,70,57,42,57
N. Djiga,Nasser Djiga,57,,425000,CB,CB,Burkina Faso,https://cdn.sofifa.net/players/263/157/23_60.png,,19,189,84,Nîmes Olympique,1000,0,RES,Right,-,-,-,-,Medium,Medium,70,26,42,41
V. Agostinelli,Vittorio Agostinelli,57,,425000,CM,CAM,Italy,https://cdn.sofifa.net/players/270/924/23_60.png,,20,183,73,Urbs Reggina 1914,500,924000,SUB,Right,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,54,48,56,45
L. Sousa,Lino Sousa,56,,425000,LB,LB,England,https://cdn.sofifa.net/players/271/808/23_60.png,,17,185,70,Arsenal,500,1200000,RES,Left,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,65,34,45,45
A. Nuñez,Alan Nuñez,56,,425000,RB,RB,Paraguay,https://cdn.sofifa.net/players/269/088/23_60.png,,17,176,66,Club Cerro Porteño,500,1400000,RES,Right,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium,67,26,47,33
M. Esser,Michael Esser,72,,400000,GK,GK,Germany,https://cdn.sofifa.net/players/200/212/23_60.png,,34,198,97,VfL Bochum 1848,13000,720000,SUB,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,73,71,66,23
João Bruinheira,João Fabrício Bruinheira Salvador,72,,400000,GK,GK,Brazil,https://cdn.sofifa.net/players/230/525/23_60.png,,34,188,83,América Futebol Clube,9000,760000,GK,Right,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,71,63,77,17
W. Brama,Wout Brama,69,,400000,"CDM,CM",CDM,Netherlands,https://cdn.sofifa.net/players/178/319/23_60.png,,35,176,77,FC Twente,4000,600000,SUB,Right,-,https://cdn.sofifa.net/flags/nl.png,-,-,Low,Medium,39,52,65,53
G. Svensson,Gustav Svensson,69,,400000,"CDM,CM",CDM,Sweden,https://cdn.sofifa.net/players/177/448/23_60.png,,35,184,77,IFK Göteborg,2000,500000,CM,Right,-,https://cdn.sofifa.net/flags/se.png,-,-,Low,High,35,46,59,45
R. Tesche,Robert Tesche,69,,400000,"CDM,CM",CDM,Germany,https://cdn.sofifa.net/players/183/632/23_60.png,,35,182,78,VfL Osnabrück,2000,580000,CM,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,53,66,67,62
Hao Junmin,Junmin Hao,69,,400000,"CDM,CM",CM,China PR,https://cdn.sofifa.net/players/182/343/23_60.png,,35,181,71,Guangzhou FC,3000,620000,RES,Right,China PR,-,CM,8,High,Medium,69,69,72,66
B. Mitrea,Bogdan Mitrea,68,,400000,CB,CB,Romania,https://cdn.sofifa.net/players/223/230/23_60.png,,34,185,79,Universitatea Craiova,6000,540000,CB,Left,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,High,54,55,56,70
S. Okazaki,Shinji Okazaki,68,,400000,"ST,CAM,LM",ST,Japan,https://cdn.sofifa.net/players/194/365/23_60.png,,36,174,70,Sint-Truidense VV,5000,580000,ST,Right,-,https://cdn.sofifa.net/flags/jp.png,-,-,Medium,Medium,56,67,66,70
Oh Ban Suk,Ban Suk Oh,68,,400000,CB,CB,Korea Republic,https://cdn.sofifa.net/players/207/753/23_60.png,,34,190,81,Incheon United FC,2000,500000,SUB,Right,-,-,-,-,Low,High,34,24,39,35
J. Mahecha,Juan Mahecha,68,,400000,"CDM,CM",CDM,Colombia,https://cdn.sofifa.net/players/214/151/23_60.png,,34,174,80,La Equidad,900,540000,CDM,Right,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,High,52,61,68,63
Yohan Tavares,Yohan Tavares,68,,400000,CB,CB,Portugal,https://cdn.sofifa.net/players/199/051/23_60.png,,34,188,83,Stade Lavallois Mayenne FC,2000,700000,CB,Right,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium,56,39,52,55
M. Schnatterer,Marc Schnatterer,68,,400000,"LM,RM",LM,Germany,https://cdn.sofifa.net/players/211/703/23_60.png,,36,180,75,SV Waldhof Mannheim 07,2000,580000,RM,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,60,72,71,80
P. Cissé,Papiss Demba Cissé,68,,400000,ST,ST,Senegal,https://cdn.sofifa.net/players/177/765/23_60.png,,37,181,73,Amiens SC,3000,700000,SUB,Right,-,-,-,-,Medium,Low,50,72,64,79
W. Aguirre,Wilmer Aguirre,68,,400000,ST,ST,Peru,https://cdn.sofifa.net/players/177/763/23_60.png,,39,168,75,Club Alianza Lima,500,880000,SUB,Right,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Low,69,68,61,57
Paulo Vítor,Paulo Vítor Fagundes dos Anjos,68,,400000,GK,GK,Brazil,https://cdn.sofifa.net/players/245/783/23_60.png,,33,195,89,GD Chaves,3000,820000,GK,Right,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,68,68,64,19
S. Ujkani,Samir Ujkani,68,,400000,GK,GK,Kosovo,https://cdn.sofifa.net/players/175/897/23_60.png,,33,186,83,Empoli,4000,720000,RES,Right,-,-,-,-,Medium,Medium,68,67,61,22
C. Osmanpaşa,Caner Osmanpaşa,68,,400000,CB,CB,Turkey,https://cdn.sofifa.net/players/223/122/23_60.png,,34,182,77,Demir Grup Sivasspor,7000,800000,CB,Right,-,https://cdn.sofifa.net/flags/tr.png,-,-,Low,Medium,43,32,53,43
J. Maurer,Jimmy Maurer,68,,400000,GK,GK,United States,https://cdn.sofifa.net/players/202/570/23_60.png,,33,189,87,FC Dallas,3000,600000,SUB,Left,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,68,66,66,14
P. Hartley,Peter Hartley,68,,400000,CB,CB,England,https://cdn.sofifa.net/players/169/623/23_60.png,,34,187,90,Jamshedpur FC,850,540000,CB,Left,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,33,32,48,33
D. Ciofani,Daniel Ciofani,68,,400000,ST,ST,Italy,https://cdn.sofifa.net/players/178/475/23_60.png,,36,191,82,US Cremonese,5000,720000,SUB,Right,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Low,53,70,44,65
P. Abrahamsson,Peter Abrahamsson,68,,400000,GK,GK,Sweden,https://cdn.sofifa.net/players/192/201/23_60.png,,33,190,90,BK Häcken,2000,500000,GK,Right,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,69,70,68,17
J. Arce,Juan Carlos Arce,68,,400000,"RM,CAM,ST",RM,Bolivia,https://cdn.sofifa.net/players/175/393/23_60.png,,37,176,62,Club Always Ready,500,860000,CF,Right,-,-,-,-,High,Medium,64,68,66,73
Raúl Navas,Raúl Rodríguez Navas,68,,400000,CB,CB,Spain,https://cdn.sofifa.net/players/198/614/23_60.png,,34,186,84,CD Mirandés,4000,620000,SUB,Right,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,41,45,58,46
Yu Sang Hun,Sang Hun Yu,68,,400000,GK,GK,Korea Republic,https://cdn.sofifa.net/players/203/237/23_60.png,,33,194,84,Gangwon FC,3000,500000,GK,Right,-,-,-,-,Medium,Medium,64,68,60,25
Tomeu Nadal,Tomeu Nadal Mesquida,68,,400000,GK,GK,Spain,https://cdn.sofifa.net/players/190/435/23_60.png,,33,187,82,Real Oviedo,3000,640000,GK,Right,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,65,67,65,23
D. Button,David Button,68,,400000,GK,GK,England,https://cdn.sofifa.net/players/173/533/23_60.png,,33,191,87,West Bromwich Albion,10000,760000,GK,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,70,67,65,11
M. Leitgeb,Mario Leitgeb,68,,400000,CDM,CB,Austria,https://cdn.sofifa.net/players/216/182/23_60.png,,34,183,76,RZ Pellets Wolfsberger AC,7000,580000,CDM,Right,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,High,33,55,61,60
Park Joo Ho,Joo Ho Park,67,,400000,"CM,CDM",CDM,Korea Republic,https://cdn.sofifa.net/players/191/566/23_60.png,,35,175,71,Suwon FC,2000,500000,CM,Left,-,-,-,-,Medium,High,64,49,67,57
R. Herrera,Robert Herrera,66,,400000,"CB,RB,LB",CB,Uruguay,https://cdn.sofifa.net/players/229/084/23_60.png,,33,185,85,Club Atlético River Plate,500,860000,SUB,Right,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium,40,38,49,39
K. Lee,Kieran Lee,66,,400000,"CM,CAM,CDM",CM,England,https://cdn.sofifa.net/players/169/593/23_60.png,,34,178,76,Bolton Wanderers,4000,700000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,50,59,66,59
R. Jenssen,Ruben Yttergård Jenssen,66,,400000,"CM,CDM",CM,Norway,https://cdn.sofifa.net/players/177/279/23_60.png,,34,173,71,Tromsø IL,2000,500000,CDM,Left,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,High,63,59,66,55
M. Nottingham,Michael Nottingham,66,,400000,CB,CB,Saint Kitts and Nevis,https://cdn.sofifa.net/players/243/622/23_60.png,,33,193,88,Accrington Stanley,2000,700000,SUB,Right,-,-,-,-,High,Medium,58,35,51,32
M. Maloča,Mario Maloča,66,,400000,CB,CB,Croatia,https://cdn.sofifa.net/players/212/130/23_60.png,,33,189,83,Lechia Gdańsk,3000,540000,CB,Right,-,https://cdn.sofifa.net/flags/hr.png,-,-,Medium,High,61,36,41,49
S. Ben Youssef,Syam Ben Youssef,66,,400000,CB,CB,Tunisia,https://cdn.sofifa.net/players/207/788/23_60.png,,33,189,82,US Quevilly Rouen Métropole,2000,700000,SUB,Right,-,-,-,-,Low,Medium,45,43,50,36
S. Nachreiner,Sebastian Nachreiner,66,,400000,CB,CB,Germany,https://cdn.sofifa.net/players/209/194/23_60.png,,33,187,77,SSV Jahn Regensburg,4000,620000,SUB,Right,-,https://cdn.sofifa.net/flags/de.png,-,-,Low,Medium,44,23,40,26
Zhang Chengdong,Chengdong Zhang,66,,400000,"CB,RB",ST,China PR,https://cdn.sofifa.net/players/182/409/23_60.png,,33,185,76,Beijing Guoan FC,5000,620000,CB,Right,-,-,-,-,Medium,High,60,66,65,67
C. Psyché,Christophe Psyché,66,,400000,CB,CB,France,https://cdn.sofifa.net/players/224/391/23_60.png,,33,186,85,Tromsø IL,2000,500000,CB,Right,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,Medium,42,40,50,48
Go Yo Han,Yo Han Go,66,,400000,"CM,RM,ST",RM,Korea Republic,https://cdn.sofifa.net/players/184/337/23_60.png,,34,170,65,FC Seoul,3000,500000,RES,Right,-,-,-,-,High,High,76,59,64,52
A. Pearce,Alex Pearce,66,,400000,CB,CB,Republic of Ireland,https://cdn.sofifa.net/players/178/584/23_60.png,,33,188,85,AFC Wimbledon,4000,700000,CB,Right,-,-,-,-,Low,High,33,26,44,32
Ren Hang,Hang Ren,66,,400000,"CB,LB",CB,China PR,https://cdn.sofifa.net/players/222/235/23_60.png,,33,185,77,Wuhan Three Towns,5000,620000,CB,Right,-,-,-,-,Medium,Medium,69,49,59,37
C. Butcher,Calum Butcher,64,,400000,"CDM,CM",CB,England,https://cdn.sofifa.net/players/196/940/23_60.png,,31,185,83,Burton Albion,2000,700000,SUB,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,51,59,56,48
D. Worrall,David Worrall,64,,400000,RWB,RM,England,https://cdn.sofifa.net/players/179/636/23_60.png,,32,170,67,Port Vale,2000,700000,RWB,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low,80,60,61,57
C. Cropper,Cody Cropper,64,,400000,GK,GK,United States,https://cdn.sofifa.net/players/203/849/23_60.png,,29,193,91,Vancouver Whitecaps FC,2000,600000,GK,Right,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,67,62,61,21
S. Luštica,Steven Luštica,64,,400000,"CDM,CAM",CM,Australia,https://cdn.sofifa.net/players/212/989/23_60.png,,31,174,70,Western United FC,950,500000,CDM,Right,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,52,59,63,44
J. Lindner,Joakim Lindner,64,,400000,CB,CB,Sweden,https://cdn.sofifa.net/players/202/492/23_60.png,,31,193,88,Varbergs BoIS FC,950,500000,CB,Right,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium,62,42,56,45
D. Buballa,Daniel Buballa,64,,400000,"LB,CB",LB,Germany,https://cdn.sofifa.net/players/210/241/23_60.png,,32,187,80,Viktoria Köln,2000,580000,SUB,Left,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,75,42,56,40
Cai Huikang,Huikang Cai,64,,400000,"CDM,CM",CB,China PR,https://cdn.sofifa.net/players/224/608/23_60.png,,32,183,82,Shanghai Port FC,4000,620000,RES,Right,-,-,-,-,Low,High,51,52,51,46
A. Eastham,Ashley Eastham,64,,400000,CB,CB,England,https://cdn.sofifa.net/players/194/678/23_60.png,,31,191,90,Salford City,5000,700000,RES,Right,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,44,23,45,37
